month_start,region,category,sub_category,total_sales,order_lines,unique_customers,avg_ship_delay_days
2016-08-01,South,Office Supplies,Art,117.96,3,2,4.0
2015-06-01,Central,Furniture,Chairs,3447.64,3,3,5.666666666666667
2017-05-01,Central,Furniture,Furnishings,159.77,6,5,4.0
2017-04-01,West,Furniture,Tables,1272.63,1,1,7.0
2018-03-01,Central,Furniture,Bookcases,1228.66,2,2,4.5
2016-11-01,West,Office Supplies,Envelopes,7.08,1,1,3.0
2015-08-01,West,Technology,Copiers,1199.98,1,1,7.0
2018-03-01,West,Technology,Copiers,14959.92,3,3,2.3333333333333335
2017-04-01,South,Furniture,Furnishings,264.70,4,4,5.0
2018-03-01,Central,Technology,Copiers,3359.94,2,2,2.0
2016-04-01,South,Furniture,Furnishings,2221.05,6,5,5.333333333333333
2018-08-01,East,Office Supplies,Storage,1931.46,4,4,2.0
2017-09-01,West,Furniture,Chairs,3314.87,8,7,3.25
2018-08-01,Central,Office Supplies,Fasteners,35.00,1,1,7.0
2017-04-01,West,Office Supplies,Paper,276.84,8,7,3.875
2015-07-01,South,Furniture,Furnishings,388.34,4,3,3.0
2018-11-01,Central,Furniture,Furnishings,672.50,11,11,3.3636363636363638
2015-05-01,Central,Technology,Accessories,125.75,3,3,4.333333333333333
2015-02-01,West,Office Supplies,Appliances,81.96,1,1,4.0
2015-06-01,West,Office Supplies,Appliances,114.90,1,1,5.0
2015-07-01,South,Office Supplies,Art,4.37,1,1,7.0
2016-09-01,Central,Office Supplies,Labels,7.50,1,1,4.0
2016-05-01,South,Technology,Accessories,575.87,3,3,2.3333333333333335
2015-03-01,East,Office Supplies,Paper,584.56,7,6,3.857142857142857
2017-06-01,South,Furniture,Bookcases,1266.86,1,1,2.0
2017-01-01,East,Furniture,Furnishings,438.73,4,4,3.75
2015-05-01,South,Office Supplies,Paper,128.40,5,4,3.2
2015-07-01,East,Office Supplies,Labels,14.40,1,1,4.0
2016-06-01,South,Technology,Phones,881.51,4,4,4.25
2016-11-01,East,Office Supplies,Appliances,3148.37,2,2,5.0
2015-04-01,Central,Furniture,Tables,1145.69,2,1,2.0
2018-08-01,West,Office Supplies,Binders,4683.87,15,13,4.733333333333333
2015-05-01,West,Office Supplies,Paper,109.32,4,4,4.5
2018-11-01,West,Office Supplies,Appliances,664.53,5,5,5.0
2015-09-01,East,Furniture,Tables,940.74,3,2,2.6666666666666665
2016-02-01,East,Office Supplies,Binders,2600.96,6,5,4.833333333333333
2018-02-01,Central,Office Supplies,Paper,490.16,3,1,4.0
2016-08-01,Central,Office Supplies,Appliances,5.77,1,1,0.0
2015-04-01,West,Technology,Phones,3299.00,4,3,4.75
2017-03-01,Central,Office Supplies,Binders,160.89,6,6,4.666666666666667
2016-06-01,Central,Furniture,Furnishings,75.38,1,1,3.0
2017-10-01,South,Office Supplies,Binders,335.69,6,6,4.333333333333333
2017-09-01,South,Furniture,Tables,2508.90,3,3,4.333333333333333
2016-12-01,East,Technology,Phones,3336.57,6,6,3.6666666666666665
2017-05-01,West,Furniture,Furnishings,1578.53,5,5,4.6
2015-09-01,South,Office Supplies,Labels,4.61,1,1,2.0
2017-05-01,East,Technology,Phones,2281.01,6,5,4.666666666666667
2015-10-01,South,Office Supplies,Art,9.03,2,2,5.5
2018-08-01,East,Technology,Accessories,1143.07,2,2,2.0
2018-12-01,West,Office Supplies,Supplies,61.30,2,2,3.5
2018-08-01,East,Office Supplies,Labels,42.18,2,2,6.5
2018-05-01,East,Office Supplies,Supplies,17.00,1,1,2.0
2016-06-01,West,Technology,Phones,1181.01,7,6,3.7142857142857144
2016-11-01,Central,Office Supplies,Binders,234.78,13,12,3.769230769230769
2016-01-01,East,Technology,Phones,911.90,5,3,4.2
2018-01-01,West,Office Supplies,Envelopes,9.78,1,1,4.0
2015-08-01,West,Office Supplies,Art,111.91,4,4,5.0
2017-02-01,East,Office Supplies,Art,119.08,2,2,2.5
2015-06-01,West,Office Supplies,Paper,79.14,1,1,4.0
2016-12-01,West,Technology,Accessories,3241.39,11,10,3.909090909090909
2015-12-01,Central,Furniture,Furnishings,373.29,10,9,4.4
2018-02-01,East,Furniture,Furnishings,177.71,2,2,3.0
2015-02-01,West,Furniture,Chairs,129.57,1,1,6.0
2018-06-01,East,Furniture,Tables,1429.40,2,2,3.0
2018-07-01,Central,Office Supplies,Fasteners,2.90,1,1,5.0
2018-10-01,Central,Office Supplies,Labels,6.16,1,1,7.0
2016-03-01,Central,Technology,Accessories,131.91,2,2,3.5
2017-02-01,West,Office Supplies,Labels,14.73,1,1,5.0
2015-11-01,Central,Office Supplies,Binders,1040.45,13,11,4.3076923076923075
2016-12-01,West,Office Supplies,Paper,971.43,22,17,4.136363636363637
2017-06-01,Central,Office Supplies,Paper,1045.17,9,9,3.5555555555555554
2018-07-01,Central,Furniture,Tables,422.52,2,2,3.0
2018-10-01,East,Technology,Accessories,1179.33,4,4,4.0
2015-10-01,East,Technology,Machines,101.99,1,1,0.0
2018-02-01,West,Office Supplies,Storage,545.11,3,3,5.333333333333333
2015-12-01,South,Office Supplies,Fasteners,1.98,1,1,4.0
2016-09-01,East,Office Supplies,Supplies,721.85,2,2,3.5
2017-04-01,Central,Office Supplies,Labels,15.71,1,1,3.0
2016-10-01,West,Furniture,Chairs,2926.02,7,5,2.7142857142857144
2015-11-01,East,Office Supplies,Appliances,610.06,2,2,4.0
2016-12-01,East,Furniture,Bookcases,449.57,1,1,5.0
2017-09-01,West,Office Supplies,Binders,1021.80,19,16,3.789473684210526
2015-10-01,Central,Office Supplies,Binders,52.44,7,6,4.142857142857143
2017-03-01,Central,Furniture,Furnishings,175.78,2,2,5.5
2015-10-01,Central,Office Supplies,Supplies,22.24,1,1,5.0
2015-07-01,East,Furniture,Tables,70.56,1,1,5.0
2016-09-01,East,Technology,Copiers,1359.96,2,2,4.5
2015-06-01,West,Furniture,Furnishings,170.09,5,5,4.4
2017-11-01,Central,Office Supplies,Appliances,259.93,3,3,3.0
2015-07-01,Central,Technology,Phones,650.22,3,3,5.0
2017-09-01,South,Office Supplies,Storage,1216.15,4,4,4.75
2017-10-01,East,Office Supplies,Supplies,7.36,1,1,0.0
2018-03-01,South,Office Supplies,Fasteners,3.76,1,1,7.0
2017-04-01,Central,Office Supplies,Fasteners,37.09,2,2,4.0
2015-04-01,South,Office Supplies,Appliances,154.90,1,1,6.0
2016-05-01,East,Furniture,Chairs,1288.94,3,3,4.333333333333333
2015-12-01,South,Office Supplies,Supplies,7.27,1,1,2.0
2016-03-01,West,Office Supplies,Storage,1360.64,3,3,3.3333333333333335
2018-05-01,South,Furniture,Chairs,3627.23,4,4,3.25
2017-05-01,South,Office Supplies,Art,345.38,8,7,4.5
2015-04-01,South,Office Supplies,Supplies,4164.05,1,1,4.0
2015-12-01,South,Office Supplies,Binders,251.68,6,6,3.8333333333333335
2017-03-01,West,Office Supplies,Storage,869.17,3,3,3.3333333333333335
2017-10-01,West,Office Supplies,Supplies,65.88,1,1,6.0
2017-12-01,Central,Office Supplies,Storage,323.23,2,2,5.0
2015-10-01,East,Furniture,Furnishings,256.24,4,3,4.0
2018-10-01,South,Technology,Phones,1102.24,3,3,4.333333333333333
2017-12-01,East,Office Supplies,Envelopes,361.92,1,1,3.0
2016-08-01,Central,Furniture,Bookcases,1056.60,2,2,4.0
2016-09-01,West,Office Supplies,Fasteners,12.41,2,2,4.0
2015-09-01,West,Furniture,Furnishings,430.12,6,6,3.0
2016-06-01,South,Furniture,Furnishings,166.09,4,4,4.5
2017-09-01,West,Furniture,Bookcases,1340.18,4,4,4.25
2018-03-01,East,Office Supplies,Paper,506.14,7,7,4.142857142857143
2018-05-01,West,Office Supplies,Storage,1481.35,5,3,3.2
2018-01-01,Central,Office Supplies,Paper,368.37,3,3,3.6666666666666665
2018-10-01,East,Furniture,Furnishings,1116.06,10,9,3.0
2016-11-01,Central,Furniture,Tables,2099.00,4,3,3.25
2015-05-01,West,Furniture,Chairs,994.42,4,4,5.5
2018-05-01,West,Office Supplies,Envelopes,44.40,2,2,2.5
2016-12-01,Central,Office Supplies,Storage,505.34,6,6,3.6666666666666665
2015-05-01,East,Furniture,Chairs,872.32,1,1,5.0
2017-05-01,West,Technology,Machines,3326.78,3,3,6.0
2018-04-01,West,Office Supplies,Appliances,40.74,1,1,4.0
2016-01-01,Central,Furniture,Bookcases,1352.40,1,1,5.0
2017-01-01,South,Furniture,Bookcases,451.14,1,1,6.0
2016-07-01,West,Office Supplies,Fasteners,9.42,1,1,2.0
2015-06-01,Central,Office Supplies,Binders,187.57,5,5,4.8
2017-04-01,East,Technology,Phones,1557.43,5,5,4.2
2015-12-01,East,Technology,Phones,870.52,5,4,3.6
2017-08-01,Central,Technology,Phones,224.75,2,2,5.0
2018-08-01,West,Office Supplies,Storage,3752.80,14,14,4.285714285714286
2018-07-01,West,Technology,Phones,3394.04,6,6,2.8333333333333335
2016-10-01,East,Furniture,Bookcases,1560.98,3,2,2.3333333333333335
2015-05-01,West,Office Supplies,Art,139.78,2,2,4.5
2015-11-01,Central,Furniture,Furnishings,51.29,5,5,4.2
2017-02-01,South,Technology,Phones,1717.66,3,2,1.0
2018-05-01,East,Furniture,Furnishings,1033.58,8,8,3.625
2018-03-01,Central,Office Supplies,Paper,837.41,10,8,3.0
2016-04-01,West,Office Supplies,Storage,1073.35,3,3,3.0
2017-08-01,South,Office Supplies,Binders,49.77,4,3,4.25
2016-12-01,Central,Office Supplies,Envelopes,125.55,2,2,5.0
2017-09-01,West,Furniture,Tables,2236.33,4,4,3.5
2016-03-01,Central,Office Supplies,Appliances,241.67,2,2,4.0
2018-04-01,South,Office Supplies,Appliances,48.89,2,2,3.5
2015-10-01,West,Office Supplies,Supplies,502.38,3,2,3.0
2015-06-01,South,Office Supplies,Paper,372.71,2,2,3.0
2016-06-01,East,Furniture,Bookcases,482.94,1,1,5.0
2016-05-01,South,Technology,Phones,467.04,1,1,3.0
2018-04-01,East,Furniture,Tables,1048.35,1,1,5.0
2017-11-01,South,Technology,Machines,3040.00,1,1,3.0
2016-12-01,West,Technology,Phones,3023.84,9,9,4.0
2017-08-01,South,Office Supplies,Appliances,586.88,2,2,1.5
2016-12-01,Central,Technology,Copiers,5899.91,2,2,4.0
2016-09-01,East,Office Supplies,Art,148.07,7,6,4.0
2016-06-01,South,Technology,Accessories,212.97,4,4,5.0
2016-03-01,West,Office Supplies,Appliances,73.28,1,1,6.0
2016-12-01,East,Office Supplies,Art,106.42,6,6,3.3333333333333335
2017-01-01,South,Office Supplies,Envelopes,125.36,1,1,6.0
2018-03-01,Central,Furniture,Tables,933.41,1,1,4.0
2016-10-01,East,Technology,Machines,1035.80,1,1,0.0
2017-08-01,Central,Office Supplies,Supplies,292.07,3,2,5.333333333333333
2015-11-01,Central,Office Supplies,Envelopes,830.09,6,6,4.833333333333333
2016-12-01,East,Furniture,Furnishings,1028.02,6,6,4.0
2017-12-01,South,Furniture,Furnishings,1260.73,5,5,3.2
2017-03-01,South,Furniture,Tables,189.88,1,1,3.0
2017-12-01,West,Office Supplies,Art,187.33,11,10,4.454545454545454
2017-06-01,East,Technology,Machines,1349.85,1,1,0.0
2015-11-01,West,Office Supplies,Supplies,86.76,4,4,2.75
2015-03-01,Central,Furniture,Chairs,1123.67,3,3,3.3333333333333335
2015-06-01,Central,Office Supplies,Fasteners,27.39,2,2,5.0
2018-08-01,West,Furniture,Tables,2334.79,4,4,3.75
2018-02-01,Central,Office Supplies,Storage,50.35,1,1,5.0
2015-08-01,Central,Office Supplies,Storage,838.38,1,1,6.0
2018-01-01,Central,Office Supplies,Supplies,4195.73,2,2,6.0
2017-05-01,South,Technology,Accessories,2139.60,3,3,3.6666666666666665
2017-03-01,South,Office Supplies,Paper,332.72,2,2,4.5
2017-12-01,West,Furniture,Furnishings,1775.34,14,12,4.928571428571429
2016-05-01,West,Office Supplies,Labels,24.01,2,2,4.0
2017-03-01,West,Office Supplies,Art,16.99,1,1,6.0
2016-12-01,South,Office Supplies,Envelopes,188.67,3,3,5.666666666666667
2016-08-01,East,Office Supplies,Fasteners,10.65,1,1,3.0
2017-11-01,East,Office Supplies,Envelopes,40.75,1,1,2.0
2018-06-01,West,Furniture,Chairs,1784.89,3,3,3.3333333333333335
2015-11-01,West,Technology,Accessories,1394.66,9,9,3.7777777777777777
2017-12-01,West,Furniture,Chairs,2627.42,8,8,4.25
2018-12-01,East,Office Supplies,Supplies,794.73,4,4,4.5
2018-04-01,South,Office Supplies,Supplies,477.24,1,1,2.0
2018-06-01,East,Office Supplies,Supplies,59.09,2,2,3.5
2015-07-01,West,Technology,Phones,2075.05,4,3,4.75
2018-04-01,South,Office Supplies,Labels,55.88,6,5,3.8333333333333335
2015-04-01,East,Furniture,Chairs,281.37,1,1,4.0
2015-06-01,East,Furniture,Chairs,2252.46,3,2,4.666666666666667
2016-04-01,West,Office Supplies,Supplies,18.72,2,2,3.5
2016-01-01,South,Furniture,Tables,4297.64,1,1,3.0
2017-09-01,West,Office Supplies,Supplies,19.92,2,2,4.0
2017-09-01,East,Furniture,Bookcases,1765.15,4,4,4.5
2015-03-01,Central,Office Supplies,Paper,116.21,6,5,3.0
2018-10-01,Central,Office Supplies,Storage,1710.40,7,6,3.2857142857142856
2016-10-01,South,Office Supplies,Envelopes,10.67,1,1,6.0
2016-12-01,East,Technology,Copiers,799.98,1,1,0.0
2016-08-01,Central,Office Supplies,Binders,118.62,7,7,3.2857142857142856
2017-10-01,South,Office Supplies,Storage,499.39,2,2,4.0
2016-05-01,East,Office Supplies,Storage,908.18,8,7,4.75
2018-03-01,South,Office Supplies,Appliances,1096.04,5,5,3.8
2016-07-01,Central,Office Supplies,Envelopes,106.75,1,1,5.0
2018-09-01,Central,Office Supplies,Binders,2545.82,12,11,4.916666666666667
2018-08-01,South,Technology,Phones,4675.82,3,3,4.0
2015-09-01,East,Office Supplies,Storage,5347.53,7,7,4.571428571428571
2017-06-01,East,Furniture,Bookcases,490.35,2,2,2.5
2015-03-01,South,Office Supplies,Storage,540.11,4,4,2.5
2017-05-01,Central,Technology,Accessories,314.13,3,3,1.6666666666666667
2016-07-01,South,Office Supplies,Paper,75.77,4,3,4.5
2018-04-01,South,Technology,Accessories,1051.75,5,5,3.6
2018-07-01,West,Office Supplies,Appliances,168.10,1,1,7.0
2016-04-01,Central,Technology,Accessories,592.52,6,5,4.333333333333333
2015-08-01,East,Office Supplies,Envelopes,135.18,2,1,2.0
2017-01-01,East,Furniture,Tables,495.52,2,2,1.5
2018-06-01,Central,Office Supplies,Supplies,34.94,2,2,4.0
2017-10-01,Central,Technology,Copiers,17499.95,1,1,7.0
2016-05-01,West,Office Supplies,Paper,245.68,6,4,3.5
2018-11-01,West,Office Supplies,Paper,948.68,19,17,3.0526315789473686
2018-05-01,South,Office Supplies,Paper,577.89,6,5,3.1666666666666665
2018-12-01,East,Office Supplies,Fasteners,87.94,6,6,4.166666666666667
2017-12-01,West,Office Supplies,Storage,4670.12,14,12,3.5714285714285716
2015-09-01,West,Office Supplies,Binders,303.23,6,6,4.833333333333333
2017-05-01,West,Office Supplies,Paper,416.33,11,11,4.636363636363637
2017-06-01,South,Office Supplies,Binders,132.49,4,3,2.0
2016-12-01,East,Office Supplies,Fasteners,27.78,2,2,5.0
2016-08-01,Central,Office Supplies,Paper,115.25,4,4,2.75
2016-06-01,West,Furniture,Furnishings,1932.49,8,7,4.375
2017-12-01,East,Office Supplies,Appliances,1783.94,5,5,4.0
2018-11-01,Central,Furniture,Chairs,2539.35,6,6,5.0
2016-09-01,South,Office Supplies,Storage,2371.77,8,5,3.75
2016-06-01,Central,Office Supplies,Storage,253.48,2,2,4.5
2015-06-01,West,Furniture,Tables,2669.90,3,3,4.0
2018-07-01,West,Furniture,Tables,801.60,1,1,5.0
2015-02-01,Central,Office Supplies,Appliances,7.96,1,1,5.0
2018-02-01,West,Technology,Machines,239.98,1,1,5.0
2015-06-01,West,Office Supplies,Art,176.32,7,6,3.857142857142857
2015-11-01,Central,Office Supplies,Labels,228.72,4,3,5.25
2018-03-01,East,Office Supplies,Envelopes,113.83,3,3,3.6666666666666665
2017-11-01,West,Furniture,Chairs,5296.55,10,9,3.8
2018-09-01,East,Technology,Accessories,3070.81,19,14,4.052631578947368
2016-11-01,West,Furniture,Furnishings,847.01,12,11,4.083333333333333
2017-10-01,South,Furniture,Chairs,393.57,2,2,5.5
2016-04-01,East,Office Supplies,Paper,40.37,3,3,4.0
2018-04-01,East,Office Supplies,Art,165.43,6,5,2.6666666666666665
2017-08-01,East,Office Supplies,Fasteners,22.26,2,2,5.0
2016-04-01,East,Furniture,Furnishings,728.30,6,3,4.333333333333333
2018-11-01,Central,Office Supplies,Labels,67.96,5,5,3.8
2017-06-01,West,Technology,Machines,4476.80,1,1,2.0
2017-02-01,South,Furniture,Chairs,866.40,1,1,7.0
2018-10-01,East,Furniture,Bookcases,2469.25,2,2,4.5
2017-01-01,East,Technology,Accessories,812.09,5,4,4.2
2018-05-01,West,Furniture,Chairs,1463.26,4,3,4.0
2016-10-01,East,Office Supplies,Paper,269.79,7,7,3.2857142857142856
2018-03-01,East,Office Supplies,Art,134.92,4,4,5.25
2016-06-01,West,Office Supplies,Binders,146.59,5,4,3.8
2016-06-01,Central,Furniture,Tables,796.43,1,1,3.0
2018-10-01,West,Furniture,Bookcases,1282.08,4,4,4.0
2015-09-01,West,Office Supplies,Fasteners,31.27,5,5,3.0
2017-07-01,West,Furniture,Tables,863.13,1,1,5.0
2017-12-01,Central,Office Supplies,Art,46.23,4,4,4.5
2017-07-01,Central,Office Supplies,Labels,24.96,2,2,4.5
2018-10-01,East,Technology,Copiers,11199.97,1,1,2.0
2017-07-01,South,Technology,Accessories,104.98,2,2,2.0
2015-11-01,East,Office Supplies,Art,60.37,2,2,3.5
2017-10-01,Central,Office Supplies,Art,106.96,6,5,5.166666666666667
2015-06-01,South,Office Supplies,Storage,699.98,3,3,3.3333333333333335
2018-10-01,East,Technology,Phones,3655.65,11,10,4.636363636363637
2016-11-01,West,Office Supplies,Art,225.66,6,6,4.0
2018-07-01,West,Office Supplies,Paper,215.08,7,6,4.0
2015-06-01,Central,Technology,Accessories,63.98,1,1,4.0
2016-12-01,South,Office Supplies,Paper,36.29,2,2,6.0
2015-08-01,East,Office Supplies,Storage,492.64,3,3,5.0
2017-12-01,East,Furniture,Chairs,5738.94,8,8,3.875
2016-01-01,Central,Office Supplies,Binders,65.30,2,2,5.5
2018-06-01,South,Furniture,Bookcases,319.30,2,2,5.5
2017-02-01,West,Furniture,Tables,557.73,1,1,5.0
2016-02-01,East,Office Supplies,Appliances,26.88,1,1,5.0
2018-02-01,Central,Furniture,Bookcases,89.07,1,1,2.0
2015-11-01,East,Office Supplies,Binders,2681.63,16,13,3.625
2015-11-01,Central,Office Supplies,Paper,592.93,11,8,4.7272727272727275
2018-11-01,Central,Office Supplies,Paper,826.43,13,9,3.6923076923076925
2017-03-01,Central,Office Supplies,Art,174.17,4,4,4.75
2018-07-01,Central,Office Supplies,Art,175.29,5,5,4.2
2016-06-01,West,Office Supplies,Labels,13.28,2,2,2.0
2017-08-01,West,Office Supplies,Paper,376.92,10,9,5.1
2016-10-01,West,Technology,Copiers,439.99,1,1,3.0
2018-10-01,East,Office Supplies,Binders,265.45,7,6,4.428571428571429
2015-09-01,South,Office Supplies,Binders,1829.43,4,4,4.5
2017-05-01,West,Office Supplies,Binders,140.76,9,7,4.222222222222222
2017-06-01,South,Technology,Accessories,548.62,4,2,1.5
2015-12-01,West,Office Supplies,Fasteners,72.96,4,4,3.25
2015-07-01,West,Furniture,Bookcases,1487.67,2,2,5.5
2016-05-01,East,Furniture,Furnishings,186.64,6,6,4.833333333333333
2018-03-01,Central,Technology,Phones,1099.89,5,5,3.2
2018-04-01,West,Office Supplies,Storage,205.92,1,1,4.0
2018-01-01,East,Office Supplies,Labels,5.22,1,1,7.0
2017-07-01,South,Furniture,Furnishings,237.33,2,2,5.5
2017-07-01,West,Office Supplies,Fasteners,25.44,2,2,2.5
2017-01-01,East,Office Supplies,Fasteners,7.56,1,1,6.0
2017-07-01,South,Office Supplies,Appliances,23.70,1,1,4.0
2015-03-01,Central,Office Supplies,Envelopes,341.84,2,2,3.5
2015-03-01,West,Office Supplies,Storage,3389.02,8,7,4.625
2018-09-01,East,Furniture,Tables,598.75,2,2,2.0
2018-08-01,East,Furniture,Tables,1802.95,2,2,3.5
2016-04-01,South,Furniture,Bookcases,523.26,1,1,2.0
2018-03-01,Central,Technology,Machines,209.99,1,1,0.0
2018-08-01,West,Furniture,Furnishings,893.55,8,8,4.0
2017-03-01,West,Furniture,Furnishings,63.56,2,2,1.0
2018-07-01,East,Office Supplies,Storage,992.77,6,5,4.0
2016-10-01,Central,Office Supplies,Paper,128.29,5,4,4.0
2017-09-01,West,Technology,Accessories,3563.37,3,3,5.0
2018-07-01,Central,Technology,Machines,597.13,1,1,3.0
2018-01-01,Central,Technology,Machines,3410.95,2,2,4.5
2018-06-01,East,Furniture,Furnishings,380.78,5,5,3.4
2017-11-01,East,Office Supplies,Fasteners,83.70,6,6,3.8333333333333335
2015-09-01,Central,Office Supplies,Binders,10261.30,15,13,4.466666666666667
2016-05-01,Central,Office Supplies,Appliances,942.24,3,3,3.3333333333333335
2015-08-01,East,Office Supplies,Binders,404.15,8,6,3.875
2018-10-01,West,Furniture,Furnishings,204.70,7,7,4.428571428571429
2016-06-01,South,Office Supplies,Storage,2065.89,4,3,3.0
2018-11-01,South,Furniture,Tables,2305.44,2,2,4.0
2017-04-01,Central,Technology,Phones,1160.43,4,4,5.0
2015-08-01,East,Technology,Accessories,605.37,3,3,5.0
2018-08-01,East,Office Supplies,Art,601.10,7,5,3.4285714285714284
2018-06-01,West,Office Supplies,Paper,711.06,11,10,3.272727272727273
2017-03-01,East,Furniture,Furnishings,1586.62,7,6,2.4285714285714284
2017-07-01,West,Office Supplies,Supplies,164.40,3,3,6.0
2015-10-01,South,Furniture,Furnishings,154.22,3,3,4.333333333333333
2017-11-01,South,Office Supplies,Envelopes,251.79,1,1,4.0
2015-01-01,Central,Furniture,Bookcases,141.96,1,1,3.0
2017-10-01,South,Technology,Accessories,22.70,1,1,6.0
2018-04-01,West,Office Supplies,Paper,776.96,9,8,4.444444444444445
2016-07-01,East,Office Supplies,Binders,681.61,10,7,3.3
2018-01-01,Central,Furniture,Tables,1193.79,3,3,3.6666666666666665
2017-12-01,South,Technology,Phones,1854.17,4,4,2.5
2015-12-01,Central,Office Supplies,Appliances,263.47,5,5,4.4
2018-02-01,West,Office Supplies,Fasteners,29.05,3,3,5.333333333333333
2017-06-01,West,Office Supplies,Appliances,382.27,4,4,2.25
2018-10-01,East,Office Supplies,Appliances,1068.69,3,3,2.3333333333333335
2016-04-01,Central,Office Supplies,Envelopes,180.96,1,1,4.0
2017-05-01,West,Office Supplies,Storage,110.26,2,2,5.0
2015-05-01,Central,Office Supplies,Labels,21.56,1,1,2.0
2017-11-01,South,Furniture,Bookcases,891.45,3,3,4.666666666666667
2018-07-01,East,Technology,Phones,4301.47,10,10,4.9
2017-09-01,Central,Office Supplies,Art,333.88,8,7,4.375
2017-11-01,Central,Technology,Accessories,1429.93,12,10,3.75
2017-03-01,South,Furniture,Furnishings,453.77,6,5,4.5
2017-10-01,Central,Office Supplies,Envelopes,75.40,2,2,1.5
2018-11-01,South,Technology,Copiers,959.98,1,1,4.0
2016-11-01,West,Office Supplies,Paper,896.60,10,9,3.9
2016-03-01,Central,Furniture,Bookcases,2100.00,3,3,3.3333333333333335
2016-03-01,South,Technology,Accessories,447.94,1,1,0.0
2018-07-01,West,Office Supplies,Envelopes,57.90,1,1,2.0
2018-07-01,East,Furniture,Bookcases,87.21,1,1,2.0
2018-12-01,Central,Office Supplies,Storage,1718.78,9,8,4.0
2018-10-01,East,Office Supplies,Paper,541.47,17,14,4.411764705882353
2018-06-01,East,Office Supplies,Storage,2681.92,7,7,4.714285714285714
2016-03-01,Central,Office Supplies,Fasteners,25.96,2,2,5.5
2015-06-01,East,Office Supplies,Paper,412.86,4,3,4.0
2015-06-01,South,Technology,Phones,1406.72,3,3,3.6666666666666665
2017-06-01,West,Technology,Phones,4781.17,6,5,4.166666666666667
2017-07-01,Central,Office Supplies,Supplies,13.34,1,1,5.0
2018-05-01,South,Office Supplies,Art,54.66,1,1,3.0
2016-10-01,West,Office Supplies,Storage,1362.04,7,7,3.4285714285714284
2018-02-01,West,Technology,Phones,2139.01,7,7,4.0
2016-06-01,South,Furniture,Chairs,2100.00,3,3,2.3333333333333335
2017-03-01,South,Office Supplies,Binders,109.63,3,3,4.666666666666667
2018-03-01,West,Office Supplies,Supplies,1362.20,2,2,7.0
2015-11-01,Central,Furniture,Chairs,3110.53,7,7,4.428571428571429
2018-03-01,West,Office Supplies,Art,161.69,9,9,3.6666666666666665
2018-05-01,Central,Furniture,Furnishings,581.46,6,5,5.666666666666667
2018-07-01,South,Office Supplies,Appliances,256.70,3,3,3.0
2018-02-01,Central,Office Supplies,Binders,498.56,3,3,4.333333333333333
2018-01-01,East,Office Supplies,Appliances,2501.48,3,2,3.3333333333333335
2018-07-01,South,Office Supplies,Paper,12.96,1,1,2.0
2018-07-01,Central,Office Supplies,Binders,1180.79,11,8,4.545454545454546
2015-02-01,Central,Office Supplies,Paper,16.18,1,1,5.0
2015-01-01,Central,Office Supplies,Storage,583.24,4,3,5.25
2016-09-01,Central,Office Supplies,Storage,190.86,1,1,2.0
2015-01-01,West,Furniture,Furnishings,19.30,1,1,5.0
2016-10-01,East,Office Supplies,Art,22.68,2,2,2.0
2016-04-01,South,Furniture,Chairs,1023.90,2,2,6.5
2018-02-01,West,Office Supplies,Binders,52.30,2,2,4.0
2015-03-01,West,Office Supplies,Labels,63.15,2,2,4.5
2018-08-01,South,Furniture,Furnishings,50.16,3,3,4.0
2017-11-01,East,Office Supplies,Art,295.44,5,5,4.8
2017-07-01,Central,Technology,Accessories,125.53,2,2,4.5
2015-04-01,Central,Office Supplies,Envelopes,149.35,1,1,4.0
2016-03-01,West,Office Supplies,Binders,17.57,1,1,4.0
2017-03-01,South,Technology,Phones,1363.96,1,1,5.0
2016-05-01,West,Office Supplies,Binders,366.62,8,7,4.5
2015-08-01,South,Office Supplies,Paper,363.99,7,7,4.142857142857143
2015-12-01,Central,Office Supplies,Supplies,2.92,1,1,2.0
2018-03-01,West,Furniture,Furnishings,407.15,6,5,2.8333333333333335
2016-05-01,East,Office Supplies,Supplies,357.93,1,1,7.0
2016-08-01,West,Office Supplies,Supplies,32.94,1,1,5.0
2017-12-01,East,Technology,Copiers,2479.94,2,2,5.5
2016-07-01,East,Office Supplies,Envelopes,137.25,1,1,4.0
2015-11-01,East,Office Supplies,Fasteners,9.68,2,2,3.5
2015-10-01,East,Office Supplies,Art,105.23,2,2,1.0
2018-11-01,East,Technology,Copiers,11399.95,2,2,5.0
2017-10-01,West,Furniture,Tables,727.45,1,1,4.0
2016-05-01,South,Office Supplies,Envelopes,216.85,3,3,4.333333333333333
2017-08-01,South,Technology,Accessories,71.98,1,1,0.0
2018-04-01,East,Office Supplies,Envelopes,79.94,2,2,5.5
2016-07-01,West,Office Supplies,Binders,209.72,8,7,2.75
2018-09-01,South,Furniture,Chairs,1240.24,3,3,4.333333333333333
2018-06-01,Central,Office Supplies,Storage,1123.63,4,4,3.25
2018-09-01,East,Office Supplies,Supplies,4854.64,2,2,3.5
2015-01-01,Central,Office Supplies,Appliances,247.72,1,1,6.0
2018-05-01,Central,Office Supplies,Appliances,1277.78,4,4,4.5
2015-01-01,Central,Technology,Accessories,31.20,1,1,4.0
2016-07-01,East,Office Supplies,Art,122.84,5,5,4.0
2018-01-01,West,Office Supplies,Appliances,25.86,1,1,5.0
